author_title;review_rating;review_text
Putri Sutriani;5;"Pengurusan berkas yang cepat dg sistem online
Pegawainya yg informatif
Terimakasih dukcapil dps🙏"
I Ketut Karti;5;Capil okk
christiana tyas;5;Sangat mudah sekali mengurus berkas disini karena sistemnya sudah online
bintangkirana pradita;1;"Capil Aneh, jam 8 datang cari no antrean dibilang habis dibatasi 300, padahal orang yg duduk antre ngak nyampe 300, mungkin ada yang ngopi sambil makan roti sudah dapet no antrean!  #sekali sekali perlu disidak,
Harusnya siapa yang datang dia yang dapet no,  bukan yg masih dirumah sudah diambilin no oleh oknum, ngak jujur ,kapan Indonesia maju"
PMR11_ Diah Mita;5;pelayanan mantap
Made Winari;5;"Terimakasih pelayanan dukcapil kota Denpasar pelayanan yang sangat ramah,nya.
Semoga semangkon bagus untuk pelanyanannya🙏"
Kayla Tapisya;5;Petugas informasi ramah dan membantu
Mamavanara;1;Lucu banget pndaftaran ol buka jam 07.00 dr jam 06.00 udh standby giliran jam 07.00 server sdh bs dibuka lha kok no antrean udh sold nyoba be2rapa kali sperti itu terus....trus gimana inii mohon diperbaiki sistem pelayanannya
Komang Tri;1;Pak Walikota Denpasar tolonglah perbaiki lagi kinerja pegawai catatan sipil agar lebih baik sebagai pelayan masyarakat. Sudah banyak yang dikecewakan akibat pelayanan yang tidak maksimal.
casper treacure;1;"Mengecewakan..... cetak ektp tidak sesuai prosedure sampai 4 bulan belum juga bisa.... alasannya 4 kata yg terus berulang"" bahkan tak pernah berubah.... ""coba besok datang lagi""."
Henny Ok;5;Petugas Informasi sangat membantu
Kresna Suputra;1;2 bulan urus KK ada saja yang diminta. Ada yang kurang lah, cara berkomunikasi kepada kustomer kurang baik dan standard prosedur di internal mereka sepertinya bobrok.
Muin Muuin;5;"Alhamdullilah..dari permohonan e-KTP th.2017sampai hari ini E-KTP saya baru saya terima,itu juga perlu berkali kali saya bolak balik dalam 2 th ini.Mohon kepada instansi terkait lebih baik lagi dalam pelayanan kpd masyarakat.
Khusus E-KTP,/surat surat perijinan lainya..supaya tidak ada kesan,terlalu lambat dan berbelit dari masyarakat.mohon maaf atas masukannya,terima kasih."
Juli Antara;4;Kualitas pelayanan perlu ditingkatkan lagi.. Good job Dukcapil!
Yoruuu12;5;Layanan yg diberikan sangat baik
Dewa Yogi;1;Pelayanan yg sangat tidak memuaskan, lambat dan jam oprasional sangat pendek hanya jam 08.00 smpai 11.00
seli handayani;5;Pelayanan prima
Komang Gopala;5;Saya melakukan pemotretan disini pelayanan nya sangat baik
Ni Wayan Arini;5;Pelayanan sangat bagus
Ni Wayan Arini;5;Pelayanan sangat bagus
Viona Putri;5;mudah bangettt
Krisna Pratama putra;5;Sangat ramah dan informasi jelas
Ari Puji Astuti;2;"Teleponnya tolong diangkat dongg
Masa saya harus dateng ke capil hanya untuk dibilangin kalau berkas saya belum selesai.. Buang2 waktu sama energi saya dan anda2 semua juga kan???
Komplain saya lagi 1 nih..
Bulan januari saya ke sana minta persyaratan bikin ktp oa. Bulan maret ke sana lagi untuk serahin berkas dibilang salah form lagi.. (Ini yang ke dua kalinya loh).. Mbak2 yang di informasi sampe nanya saya minta form sama siapa. Ya sama petugasnya lah mbak.. Masa iya saya bikin2 form sendiri?"
endang lupitayanti;5;Pelayanan yg luar biasa, mantap 🙏🙏
Suta Soma;5;Admin WA pengaduan dukcapil sangat informatif 👍
Made Ardana;5;Pelayanan informasi sangat ramah
21 _ XI AP2 Iik Nur Ika Wati;5;Pelayanan sangat ramah dan penangganan sangat cepat hehehe
jro malen;5;Mohon pelayanan nya lebih  ditingkat kan   mutu nya
Neo Yunatsi;5;"Pelayanan baik dan ramah
Serta ditanganin dengan cepat🙏🏻"
Dita Carmelia;1;pelayanannya lama bgt
Ociik rum;1;Kenapa pas covid gini antrean online susah di dapat dalam 1 detik sudah habis ? luar biasa.. cari nya bukan cuma sekali dalam 2 mngg cari gak permah dapat antrean online. aku gak waras jadinya sm web ini
Tupik Tulis;5;Pelangi pelayanan langsung jadi sangat memuaskan
Yulia Adiningsih;1;Bagian informasi kurang kompeten aplg yg cewek kurus, judes tanpa salam, ktany ud memfasilitasi masyarakat, udah salah memberi informasi, bolak balik, trs tetep jutek dan tdk ada mnta maaf. Sangat sangat mengecewakan.
Ida bagus Ketut putra;5;Layanan pengaduan melalui wa Dukcapil sangat membantu masyarakat dalam memberikan informasi
Kadek Rusminiati;5;Layanan ramah dan informasi yg di berikan jelas
10_Dimas Mahesa Surya;1;Masih aja yang pake seragam didahulukan, gimana mau maju Indonesia hadehh, otak beku, bagi yg masih sma segera minta pendaftaran di sekolahnya
Ghanez Ricisandhy;1;Apaan daftar online, udh standby sblm jam 7 udh isi data awal buat ambil nomer online yg keluar kyk gni. Udh seminggu coba2 sm ajaa nomer antrean penuh 👎.
MEDIA HIDAYAH;1;Ngurus KTP HILANG SUDAH 5 HARI GAK ADA RESPON. SURUH NYA HUBUNGI KE TELEGRAM. TAPI GAK DI RESPON SAMA SEKALI. PELAYANAN SUNGGUH BURUK.
Like Afairiries;1;Semua staff sangat jutek, tidak ramah, sangat buruk pelayannya! Staff penjaga didepan cek suhu duduk santai2, sambil main hp, gabut.
yos nubatonis;5;Saya ucapkan terimakasih atas bantuan untuk pembuatan e-KTP yg cepat 👍
Dewi Suhartini Maulina;1;Masa jam 7.12 antrian online sudah habis ga masuk akal banget . Ini capil paling ruwet birokrasinya . Kalo kaya gini harus lapor siapa ???
Anak Agung Putu Putra;5;Pelayanan informasi sangat bagus
M M;5;Pelayanan baik, ramah & cepat, sangat terbantu👍
Joko Santosa;1;Kirain daftar online mempermudah masyarakat mengurus surat2 ternyata sama saja!!! Percuma dibuatkan sistem yang simple kalau tetap saja dibuat susah
idabagus krisna;5;Pelayanan sangat memuaskan, semoga Dukcapil Kota Denpasar kedepan semakin jaya
Chelsye Tahapary;4;Halo apa bisa dibantu bagaimana cara mendaftar catatan sipil untuk yang sudah pemberkatan dan suami berasal dari ktp luar denpasar?
DIONO 1967;5;Petugas informasi mbaknya sangat membantu
Surya Permana;5;Pelayanan cepat, stafnya murah senyum, ganteng dan cantik.
Darmayuda Perdana;1;Pelayanan dari salah satu petugas,sangat tidak ramah dan tidak memuaskan.
edi marsono;5;Petugas informasi ibu Maya baik dan ramah
dewa ayu;5;rekam atau cetak ektp untuk yg dari luar Bali. ikuti cara tersebut. setelah nya akan di informasi kan jadwal tgl dan waktunya
Putu Suardana;1;Sistem akuwaras bikin saya gak waras, tolong diperbaiki, masa baru buka sudah habis nomor antriannya....PARAHHHHH......
boy marito;1;Pendaftaran online selalu kuota habis,,,saya kirim jam 8 pagi langsung kuota habis.... pelayanan sangat buruk !!!!
polipo masnam;5;Luar biasa dengan taringdukcapil sangat mempermudah semua proses kartu identitas. Nggak pake lama..👍👍👍👍👍👍
Apit Lala;5;Mantab joss , bikin KIA  online 1 jam jd...bisa diambil di kecamatan den sel ..terima kasih
made sukasila;5;Pelayanan bagus
Ketut Sunartha;5;Sangat mudah dan membantu dgn proses online dan gratis,  terima kasih 🙏🙏
imade suardana;5;Tempat nyaman, bersih, pelayanan cepat dan ramah, good job!
bhumipranasemesta;1;Maaf ini Pelayanan yg sangat sangat buruk, jam oprasional hanya sampai jam 11.00 wita,, sangat tidak memuaskan masyarakat,,
boy marito;1;Pendaftaran online selalu kuota habis,,,saya kirim jam 8 pagi langsung kuota habis.... pelayanan sangat buruk !!!!
polipo masnam;5;Luar biasa dengan taringdukcapil sangat mempermudah semua proses kartu identitas. Nggak pake lama..👍👍👍👍👍👍
Apit Lala;5;Mantab joss , bikin KIA  online 1 jam jd...bisa diambil di kecamatan den sel ..terima kasih
made sukasila;5;Pelayanan bagus
Ketut Sunartha;5;Sangat mudah dan membantu dgn proses online dan gratis,  terima kasih 🙏🙏
imade suardana;5;Tempat nyaman, bersih, pelayanan cepat dan ramah, good job!
bhumipranasemesta;1;Maaf ini Pelayanan yg sangat sangat buruk, jam oprasional hanya sampai jam 11.00 wita,, sangat tidak memuaskan masyarakat,,
brangkas antik;1;Tolong systemnya kenapa tidak bisa kirim dokumen, padahal sudah kirim jam 8 selalu muncul operator sedang verifikasi
Aoi Perdana;1;Website akuwaras masa cuma mengakomodir 50 antrian per hari,, warga kota denpasar ini berapa ya jumlahnya Bapak Ibu
Novita Anggraini;1;"Pagi ini saya mendatangi dukcapil denpasar, perihal e-ktp. Di bag. informasi mengatakan bahwa tidak bisa buat e-ktp hanya bisa rekam saja, ketika saya tanyakan lokasinya, dia hanya menunjukan ke arah kanan, kemudian saya ke arah kanan ternyata tidak ada, saya sempat bingung dan akhirnya saya nanya bag. jaga loket, dia sedang asik memvideo sekitar, saya bertanya diabaikan kemudian saya tunggu, dia menjawab bahwa untuk ke lantai 2 dan diarahkan lurus ke depan kemudian belok kanan (kenapa bag. informasi tidak memberi kejelasan bahwa ternyata untuk bag. kependudukan ada di lantai 2?!). Saya ke lantai 2 kemudian diarahkan lagi ke lantai bawah ke Ruang Validasi, saya langsung menuju ke sana kemudian menanyakan apakah bisa melakukan perekaman di sana, kemudian dijawab ""kami hanya bisa membantu untuk perekaman, tidak menyediakan blangko untuk luar daerah, provinsi bali saja masih kekurangan blangko"", kemudian saya memberikan fotocopy KK dan mulai melakukan perekaman data, sampai pada proses perekaman sidik jari sebelah kanan, aplikasi bermasalah, dan berusaha untuk direstart ulang, kemudian muncul ibu ibu yang ingin melakukan perekaman e-ktp juga untuk anaknya, kemudian disuruh untuk ke kecamatan setempat, di situ hanya melayani untuk WNA dan LUAR DAERAH BALI, kemudian ibu itu meminta tolong bahwa dia disarankan untuk ke ruang validasi oleh ""ibu xxx"", kemudian mereka disuruh masuk dan saya masih menunggu, beberapa saat kemudian, saya disuruh untuk ke dukcapil badung, di Sempidi (dan itu jauh, makan waktu sedangkan saya ijin dari kantor) dan tanyakan apakah bisa rekaman di sana atau tidak karena aplikasi di situ bermasalah, akhirnya saya diberi nomer telephone kantor dukcapil badung (dimana setelah saya cek itu ternyata nomer telephone dukapil denpasar yg tertera di web), kemudian saya bergegas keluar dengan perasaan KECEWA, dimana ibu dan anak tadi malah dipersilahkan masuk. (BUKANNYA SAYA JUGA INGIN MELAKUKAN PEREKAMAN E-KTP, BUKAN KAH KATANYA APLIKASINYA ERROR, KENAPA MEREKA DIPERSILAHKAN MASUK) SEPERTI INIKAH KEBIJAKAN DI SINI?"
Gina Levina;5;Pelayanan sangat baik
Dewa Anom;1;Susah sekali mencari nomor antrean online, sudah stand by jam 7 klik antrean online server error, dicoba lagi beberapa kali, nomor antrean habis
Suzzy Qu;1;"Saya dulu pernah kesini.....""  Karyawannya jutek  tidak ramah sama sekali. Sangat disesalkan... Padahal mereka dibayar untuk melayani masyarakat... "" Apa gunanya coba.."
I Gede Kenak Antara;5;Saya sangat puas dengan pelayanannyaa . Good job🙏
Masia Suyasha;5;ampura bpk boleh saya menanyakan untuk pengurusan sktt prosedurnya seperti apa mohon petunjuk makasi ya bapak selamat sore
30 Komang emy;5;pelayanan sangat ramah
19 Lidya Arizona;1;Jam 2 pas disini udah tutup. Padahal infonya jam 3 baru tutup. Buruk sekali
Imanuel Imanuel;5;Terimakasih Duk Capil Denpasar suda membantu kami warga Alor Tuhan Memberkati 🙏🙏
Dek Minggu;1;Sangat mengecewakan, bag. Informasinya ditanya malah nunjukin nmr tlp yg tertera di pengumuman abis itu maen Hp
gung esa;5;Sangat bagus, urus hari ini besok sudah selesai mantap 👍
Ni Made Pradnyasari (1902022269);1;Mohon nanya dan inpo, anak saya mau yari smp negeri, katanya poto kofy kk dan akte kelahiran dileges ke catatan sipil lagi, apakah kk dan akte kelahiran yg asli tidak berguna lagi sehingga poto copynya dileges lagi, suksema.
Budhi Yasa;5;Pelayanan cepat dan ramah
Komang trina;5;Pengurusan akta pernikahan cepat , tidak pake ribet 👍👍
arya suparta;1;"pengambilan no antrian online d buka jm 07.00
sy dftar jm 07.03 , tpi no antrian sudah habis
kn tai"
agungsemara datsun;5;Pelayanan ramah ,cepat dan memuaskan...
Irfan Efendi;1;Pelayanan gak sopan masak orang nanya di bentak² hadehhh pegawai yg namanya Riska jadi bawahan aja lu songong
NI KADEK DESY PUSPITA SARI 20;5;Sangat baik
pacung gunawan;5;Pelayanan mudah, cepat dan tepat waktu serta gratis
Sisterhood Project;1;"pelayanan buruk.. lama dan terkesan dibuat buat. sangat disayangkan pelayanan pemerintahan yang tidak bs aware dengan kondisi keadaannya..
pelayanan re ktp lama."
Aby Zard;2;"online online, jadi lebih ribet utk sekedar login aja ga bisa"", semakin jauh dari melayani masyarakat ya??"
Aby Zard;2;"online online, jadi lebih ribet utk sekedar login aja ga bisa"", semakin jauh dari melayani masyarakat ya??"
Putri Wibhutini;5;Reception di pengambilan dokumen mba Dwi sangat membantu, informatif. Thank you so much :)
Susila Wati;5;Pelayanan Disdukcapil Kota Denpasar sangat mudah, efisien dan bisa dicetak di rumah
15. Ni Kadek Adiska putri;5;Saya merasa terbantu dengan adanya program terbaru di capil ini , terimakasi 🙏
Amallia Sabilla;5;Oke
Demang Suma;5;Pelayanan udah sangat memuaskan,trimakasih
15. I MADE DIMAS DANANJAYA;5;Pelayanan sangat baik dan ramah
rahmi affiani;1;BENER BENER KECEWA DG SISTEM ANTRIAN ONLINENYA, DARI SUBUH SAYA SUDAH MANTENGIN HP UNTUK NUNGGU DAFTAR JAM 7, TAPI TULISAN YG TERTERA COBA LAGI TERUS, SAAT JAM 7 LEBIH 2 MENIT TERNYATA NIMOR ANTREAN SUDAH HABIS. TOLONG DITINDAKLANJUTI, KALAU BEGINI TERUS KAPAN SELESAINYA UNTUK PENGURUSAN KK.
Mario Klau;5;Terima kasih banyak dukcapil Denpasar Bali,sdh membantu buat E KTP
Ida Ayu Dewi Kumala Ratih;5;Bagus
Nyoman Sumarni;5;Bagus
Wayan Suriati;5;Disdukcapil denpasar mantap
Yuni;5;Capil ok
Kadek Laras Suyanti Putri;5;Capil oke
Agung Dharmaputra;5;Mantap,maju terus inovasi dinas kependudukan kota denpasar👍🙏
Fransiska Khomariyah;5;Pelayanan sangat santun dan bagus...tempat yang nyaman...bisa rileks sambil menunggu nomor antrian....
NI LUH MADE RADA RANI;5;pelayanan sangat baik
sagung rai;2;Loket legalisir cuma 1 orang, pdhal yang antre banyak, loket lain ada 2 orang bahkan lebih
Putri Saraswati;5;Keren
Gus Darma;1;Jam 8 blm ada org sma skli di loket , ngaret ngaret amat
Gus Darma;1;Jam 8 blm ada org sma skli di loket , ngaret ngaret amat
Judith;1;Pelayanan sangat buruk. Kalau bisa dikasih bintang 0, saya kasih bintang 0..
Bayu Purnama;4;Lumayan sich.. Tp ngliat kelakuan rakyat negara +62 yg buang sampah macem gni qbkin kzel...
Ketut Nama;5;Capil okk 👍
Made Supadana;5;Pelayanannya cepat dan ramah, terima kasih.
15 XIRPL3 I MADE RAMA DWIJAYA;5;Layanannya sangat baik
Komang Yoga;5;Pelayanan Ramah, Lingkungan Bersih dan Nyaman. PUAS!!
Wayan Kesiar;5;Capil okk 👍
Abed absalom Moe1980;5;Terimakasih banyak bpk ibu yg sdh membatu kami 🙏🙏
bobo buni;5;pelayanan prima
aluna raissa rosetianti arifin;5;Petugas informasi ibu Maya ramah
Riasni Bali;5;Pelayanan nya sangat ramah Dan baik
23. MADE ANDY SURYA KUSUMA;5;Pelayanan bagus,,,
Oka Udiana;5;pelayanan prima
Yerni Baitanu;5;Pelayanannya ramah
Araya Group;1;Menurut saya susah mengurus di tempat ini slalu di oper dengan banyak alasan
Ni Putu Juliandari;5;Capil okee
Luthfi Agung Rachmawan;1;"Antrian nya ternyata hbis di ambil para calo!!
Pantes dateng jam 8 antrian sudah habis...."
Kadek Juli;5;Bagus sekali . Nyaman. Pelayanannya ramah.
Ni Putu Meilinawati;1;"Pegawai yg namanya ARI di pendaftaran sangat judes tidak ramah .
Pelayanan sangat tidak memuaskan"
Adi Arimbawa;1;Tiap hari jam 12.40 udah tutup, enak bener kerja disini
Desak Yuliandari;3;Scurity nya nggk ramah
Nesi Anggreni;5;Disdukcapil Kota Denpasar Mantap....Pelayanan Cepat dan Tempat Nyaman
Juri Dewata;5;Pelayanan mantabbbbbbbbbbbb
Atika Sari;1;Mf saya mw nanya apakah bisa untuk perbarui e-KTP krn e-KTP saya udh rusak mw saya prbarui lgi mhon info nya terima kasih 🙏
Manda Fahri;1;Mau buat apa apa dipersulit
Idabagus Adnyana;5;Pelayanan baik dan cepat
Victor Hambali;1;Tidak ada mushollah/tempat sholat yang harusnya termasuk menjadi fasilitas umum
Christofer Chris;5;Petugas Sangat membantu dan sopan
Rizky Maulidiya;1;bener bener jelek pelayanan nya .
Oky Saputra;1;Pelayanan public yg amat sangat bobrok..
30 XIRPL3 Ni Kadek Dwi Putri Nova Andini;5;Pelayanan Bagus
tresiani manutami;5;Petugasnya ramah2
ayu raka;5;Dukcapil denpasar mantap
Supri Karya;5;Tempatnya nyaman dan petugasnya ramah
037_Nita Harmaeni;5;Disdukcapil keren
Pancake Mana;5;Pelayanan bagus 👍
AGUS CMS;5;pelayanannya baik
Made Astari;2;"Apakah taring dukcapil ada gangguan?
Nyoba dari kemaren ndak bisa?tlg infonya.terimakasih"
Cees Vertegaal;5;Terimakasih ewik sudah bantu saya uplod sktt
Cees Vertegaal;5;Terimakasih ewik sudah bantu saya uplod sktt
agus jayadi;5;pelayanan cepat dan maksimal 🙏😇
Marvell Bryant;5;"Sangat membantu sekali🙏🙏🙏
TERIMAKASIH banyak untuk dukcapil denpasar 🙏🙏"
Maryati Tatiek;5;Petugas pengaduannya baik dan ramah
Ketut Suar;5;Tempat nyaman, pelayanan cepat dan ramah
Kartika Dewi sirad;5;Pelayanan sangat ramah dan sopan.
Nengah Suhartini;5;Petugas informasi sangat membantu
Ni Made Tara Okta Adriana;5;Pelayanannya sangat bagus dan ramah
Dewa Ngakan Rama;5;Pelayanan maksimal
Maria Oktaviana;1;Disuruh isi data pake telegram tapi telegram nya Dukcapil  gak aktif 😂 gimana cerita nya
Konter Icon;5;Pelayanan ramah dan bersih
Ary Sukmawati;1;Pelayanan tidak bagus, lama antri
B23 Made Lia Rismayadevi;5;pelayanan memuaskan dan sangat maksimal
Dyantini Ni Nyoman Ayu;5;Pelayanan terbaik
John Francois Engle;1;Gak berguna banget simpan no telepon di gmaps, di telepon gak nyambung terus kocak
Gede Sudi Arcana;5;Dukcapil denpasar hebat, cepat dan petugasnya ramah
Yustina sri utami;3;Bisakah ngurus akte kelahiran/surat kenal lahir, klo usia sdh 50th?bagaimana caranya?tr
william pablo escobar;5;apakah bisa cetak ulang E-KTP luar bali yg hilang??
Ni Luh Ketut Suantari;5;Pelayanan bagus, cepat dan mudah
I Wayan Suwar;5;capil okk👍
Ni Luh Made Yunika;5;Capil ok
IGede Sudiatmika;5;Pelayanan yg cepat
Iwayan Pancanana;4;Bagus asalkan kita ikuti aturan yang ada semua akan berjalan dg lancar
05. I Gusti Ayu Putri Juliana Dewi;5;Pelayanan nya sangat baik
Dessy Wijayanti;5;Pelayanan di Disdukcapil Denpasar sangat mudah & cepat👍🙏
Yoga Sandhika;1;Pengalaman pake gojek 1,5jam nunggu blm selesai
Febri Sadrawan;5;Sangat memuaskan
Vitri Fritschij;5;Pelayanan cepat, profesional dan jauh lebih baik dari kemarin kemarin. Good job!!!
Desy Koncreng;1;Pemakan uang rakyat. GK di bayar gk bakalan dpt nomer antrian.
reydanzz;5;Layanan Daftar taring.. 24 jam
Dhandy Santosa;1;Waktu pengecekan berkas harus tunggu 1 minggu
Abaandi Takoy;5;Pelayanannya sangat baik👍👍👍
Alda Geovani;4;Penanganannya cepat
trisnajaya komang;4;ruang tunggu nyaman. kecepatan perlu ditingkatkan karena yg antri banyak.
14. Eva Candra;5;Konsisten dalam bekerja
Sin Chinping;1;Petugas kurang ramah masak gitu jadi PNS Pemprov
Ronny Loesi;4;Pelayanannya baik
sania puspa;1;petugas tidak ramah dan membentak2🙏🏻
Devi Dwiyani;5;Permohonan apapun sekarang mudah dan cepat 👍👍
donny armanda;5;Ramah dan cepat
Ririn Marlina;5;Pelayanannya baik🙏
Gede Wira Aditya Pratama;5;Petugas2 sangat membantu
Komang Puspariani;5;Respon Cepat, terimakasih.
29. Ni Putu Peasca Widya Sarita Dewi;5;Pelayanannya sangat baik
Bhakta Pradnyana;5;Bagus
Natalia Wonlele;5;Informasi yang di berikan oleh petugas jelas
Lill Taro;1;kalau dari luar daerah apakah bisa cetak ektp dan ikut perekaman di denpasar
미카아유;5;Sangat komunikatif dan pelayanan sangat efisien. Thumbs up 🙏🙏.
Asep Ruliz Muharam;5;Semakin ke sini semakin mantab playanan kependudukan nya.. Semoga semakin improve lagi.. 👍👍
Yuli Arini;5;Pelayanan mantap
SITI KHOTIJAH;5;Sangat membantu masyarakat di musim pandemik seperti ini
Putu Richard;5;Berkualitas
Razkanio Djingi;2;Apa bisa buat e-ktp tanpa sesuai domisili d KK?
I Putu Chandra Guna Krisna;1;mau cetak kk rusak saja ribetnya minta ampun!!!!!!!!!!!!!!!!!!! BELAJAR SAMA BADUNG DULU!
ogik sagita;1;2minggu nyari2 antrean ga dapet2..ini namanya pembodohan...
Bagus Sugianyar;5;Pelayanan BaikRamah dan cepat
umi hakimah;1;pindah kk secara online ribetnya minta ampun
kota denpasar diadukcapil;5;bagus tempatnya
Wulan Adyarini;5;Sangat memuaskan
Mancing Hura-Hura;1;Kantor sebesar itu di telpon tidak diangkat.. Berapa banyak ada pegawai?
Bagus Ardhipati;5;Pelayanan Ramah dan Cepat
25_X AP2 Komang Mesya Cintya Dewi;5;Tempatnya nyaman dan bagus
Yitro Kurniawan;5;Pelayanan prima, asal mengikuti semua aturan dan petunjuk. Salut
Wahyu Kuncoro;1;Salah satu pelayanan yang terburuk.
Eka Yunani;5;Layanan baik dan ramah
Alit Petiles;5;Pelayanan publik yg ramah dlm pelayanan dan tempat yg nyaman
Gung Mita;5;Pelayanan baik
DwiYulianthi 123;5;Pelayanan baik
joushua ady;5;Persaratan apa saya yang harus dibawa untuk biki ktp
Luna Yanti;5;Semoga kedepannya semakin baik
Yunita Kharismawati;5;Capil oke
i. indira;5;Capil ok
Rai Sulasteri;5;Kepengurusan dokumen sangat cepat
Ayu Ningtyas;5;Pelayanan terbaik dari dukcapil Denpasar.
Rina Rina;1;Petugasnya tolong lebih ramah dan lebih solutif
Wayan Malik;5;Pelayanannya cepat
Dhian Permata;5;Pelayanan ramah dan cepat
agung ekawathi;5;Wah ada identitas digital juga..
Yuu Ri;5;Apakah bisa cetak ulang e-ktp luar bali yang hilang?
Danil Budiman;5;Sekarang pelayanannya sudah sangat baik ..
DwiYulianthi 123;5;Pelayanan baik
joushua ady;5;Persaratan apa saya yang harus dibawa untuk biki ktp
Luna Yanti;5;Semoga kedepannya semakin baik
Yunita Kharismawati;5;Capil oke
i. indira;5;Capil ok
Rai Sulasteri;5;Kepengurusan dokumen sangat cepat
Ayu Ningtyas;5;Pelayanan terbaik dari dukcapil Denpasar.
Rina Rina;1;Petugasnya tolong lebih ramah dan lebih solutif
Wayan Malik;5;Pelayanannya cepat
Dhian Permata;5;Pelayanan ramah dan cepat
wayan suana;5;Pelayanan yang luar biasa
Andik Suryawan;5;Pelayanan cepat dan ramah
Suarnatha Pucangan;5;Tempat yg nyaman untk mengurus keperluan administrasi kependudukan dan ijin
I Ketut Sudarsana;5;Pelayanannya bagus cuma harus sabar antri
Ketut Budiasa;5;Pelayanan baik
Ketut Suada;5;Palayanan baik dan ramahh
gea refika;5;Tempat bersih dan nyaman
Mulyadi Putra;5;Pelayanan prima
Made Raka Yudhiantara;4;Walau sedikit menunggu tapi pelayanan nya memuaskan
Wei Holland;1;Cuman bisa kasih bintang satu dari segi pelayanan
AI NI;3;Lumayan lama nunggunya
Dwi Mertayoni;5;capil oke
Ida Bagus Made Sutama;1;Sistem error terus,.. Macet..
I Gusti Ngurah Rai Setiaki;5;Pegawaenya rah
Ni Nyoman Widiari;5;Capil ok
Tata Ariasta;1;SLOW RESPON SEKALI DI WA DAN DI TLP
Erline Gunadi;5;Petugas informasinyaramah
Wawan Suryaputra;1;Petugas informasi jutek dan kerjanya main hape
dian mediana;5;Tempatnya nyaman👍
Bonefasius Syukur;5;Sangat melayani masyarakat.
Winda Hani;1;Sangat tidak ramah!
0177_Budastri Endya Sugiri P;5;mudah dan cepat👍
Agus Tresna;5;Sangat senang
Vani Novani;1;Pelayanannya kurang.
desak dind4;5;Capil oke
Novriati;1;Nelpon ga pernah di angkat
Ni Ketut Nuratni;5;Capil ok
Fuad Adi Rosyadi;1;Sangat tidak ramah
Keren Harsan;4;Bisa bikin E KTP pak..
Dewa Agung Wisnu;1;Karyawan gak ramah
Dewa Agung Wisnu;1;Karyawan gak ramah
agung diah;5;semangat dukcapil denpasar 🙏🏻
I Putu Manik Suartama;5;ISTIMEWA
Pasek Wisuda;4;Antrian online cukup bagus
DEWA WIRA;5;Pelayanan ramah
putriayrd;3;Pengap, tapi tempat duduk banyak. Jadi bisa duduk
fiqri baraja;1;MINTA TOLONG JANGANMEMPERSULIT ORANG
Gothic Angel;1;Dimana lokasi catatan sipil sekarang
Oktaviani Viani;5;Capil oke
Femi Maria Valentine;5;Tempat yang nyaman untuk seminar :)
made bojig;1;Susah log in
Deni Gocar;1;Busuk banyak oknum CALO
Wednesday Addams;1;tidak friendly.
Quira Jane;5;Dukcapil semangat
Aris Catur Priyanto;4;Ngawur..
Jun_wi Berbagi;1;Terlalu bertele tele
Suci Suci;5;Bagusss
Gabby Rumbayan;1;telpon tidak pernah diangkat
Ayodya Travel;1;Tidak profesional.
JKG_Andyka Dewik;5;capil oke
Ari Purnadika;5;Capil okk👍
05. Dewa Ayu Dwi Risma Pratiwi;5;Sangat baik
193_Kartika Dewi Basuki Putri;5;Pelayanan cepat dan ramah
073_Ni Luh Putu Sri Supariyani;5;bagusss
01. Gusti Ayu Pritiyatnanta Sikha Ningrum;5;dukcapil oke
Jovand Imanuel Calvary;5;Pelayanan the best pokok nya. Informasi yang diberikan akurat. Hanya butuh beberapa jam dokumen ditebitkan, dipermudah dan GRATIS, tanpa dipungut biaya sepersen pun. Lanjutkan pelayanan terbaik ini.
22.I.A Ratna Sariram Devi;3;Memudahkan
52_Intan Dwi Rohmarini;5;capil oke
Pande Kadek Amelia Putri;5;Sangat membantu
05_JGZ_ Ni Kadek Elmarlinda Sucitra;5;Sangat memuaskan
05_JGZ_ Ni Kadek Elmarlinda Sucitra;5;Sangat memuaskan
33_ Kadek Ririn Sulistyawati;5;Pelayanannya sangat ramah dan sangat mambantu
13 Made Istia Gita Sari;4;Pembuatannya sangat cepat dan simpel
Aisyah Faadhilah;5;Bagus, terimakasih
036_Ni Made Dwi Damayanti;5;Mantap
MWOA;5;pelayanan tetap ramah meski antrian mengular dan banyak tanya-tanya
101_Ni Kadek Setia Pradnyani;5;Dukcapil okee!!
062_Metya Eka;5;Pelayanan yang baik dan juga staf yang ramah
aulia febriyani putri;5;baik dan jelas
13_Ni Nengah Desi Widiantari_1A;5;Capil oke
TLM_Hibbatullah Fijyadi Putra;5;Capil oke
Gusti Ayu Tirta;5;Pelayanannya mantap
Chintya Candra;5;oke
10. I Kadek Dwi Payana Putra. XI Mipa 3;3;memudahkan
060_Ni Made Melda Kusuma Dewi;5;Sangat membantu
05_ Ayu Sintya Dewi;5;bagus
JKL_SHALWA RIFDAH FATHIA H.;5;sangat praktis
Gede Udiana;5;capil mantap
204_I Nyoman Gede Suryanata Wardhana;5;capil oke
017_ Ni Wayan Karisma Dewi;5;Sangat membantu
I Made Sukardi;5;capil okk 👍
Diah Suri;5;Capil oke
Waisnapt 1;5;Capil oke
037_ Putri Dewi;5;Sangat ramah dan anti bombastis side eye☺
